input_name,gbif_matched_scientificName,gbif_accepted_usageKey,wfo_match_id,wfo_accepted_name,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_native_areas_found_in,wfo_native_countries,wfo_url
Murraya paniculata (L.) Jack,Murraya paniculata (L.) Jack,8190743,wfo-0000453279,Murraya paniculata (L.) Jack,Australia | China | Chinese Taipei | Papua New Guinea | United Kingdom of Great Britain and Northern Ireland,AU | CN | GB | PG | TW,68,68,medium,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Eastern Asia Taiwan | Eastern Asia | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Nepal | Sri Lanka | West Himalaya | Indo-China Andaman Is. | Indo-China | Andaman Is. | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Christmas I. | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia New South Wales | Australasia | Australia | New South Wales | Northern Territory | Queensland | Western Australia | Pacific Southwestern Pacific Vanuatu | Pacific | Southwestern Pacific | Vanuatu,People's Republic of China | Taiwan | Cameroon | India | Bangladesh | Nepal | Sri Lanka | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Canada | Netherlands | Nigeria | Russia | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji,https://www.worldfloraonline.org/taxon/wfo-0000453279
Musa coccinea Andrews,Musa coccinea Andrews,2762920,wfo-0000474224,Musa coccinea Andrews,Afghanistan | Brazil | China | Honduras | Indonesia | Philippines | Puerto Rico | Viet Nam,AF | BR | CN | HN | ID | PH | PR | VN,18,18,low,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Asia-Tropical Indo-China Vietnam | Asia-Tropical | Indo-China | Vietnam,Vietnam,https://www.worldfloraonline.org/taxon/wfo-0000474224
Musa velutina Wendl. et Drude,Musa velutina H.Wendl. & Drude,2762971,wfo-0000475207,Musa velutina H.Wendl. & Drude,Afghanistan | Costa Rica | India | Trinidad and Tobago | United States of America,AF | CR | IN | TT | US,8,8,very_low,Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | East Himalaya,Cameroon | India,https://www.worldfloraonline.org/taxon/wfo-0000475207
Musa x nana 'Cavendishii',Musa nana Lour.,3750363,wfo-0000474616,Musa nana Lour.,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0000474616
Musa x paradisiaca L. 'Aple',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Musa x paradisiaca L. 'Kreol',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Musa x paradisiaca L. 'Pakovan',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Musa x paradisiaca L. 'Prata Ana',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Musa x paradisiaca L. 'Pray',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Musa x paradisiaca L. 'Red',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Musa x paradisiaca L. ssp. seminifera Bak.,Musa paradisiaca subsp. seminifera (Lour.) Baker,3750389,wfo-0000475069,Musa seminifera Lour.,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0000475069
Musa x paradisiaca L. 'Valerie',Musa × paradisiaca L.,2762752,wfo-0000474656,Musa × paradisiaca L.,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000474656
Nautilocalyx lynchii Hook.f.,Nautilocalyx lynchii (Hook.fil.) Sprague,3820178,wfo-0001064811,Nautilocalyx lynchii (Hook.f.) Sprague,Brazil,BR,1,1,very_low,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Western South America Colombia | Western South America | Colombia | Ecuador,Brazil | Israel | Colombia | Ecuador,https://www.worldfloraonline.org/taxon/wfo-0001064811
Neptunia plena (L.) Benth.,Neptunia plena (L.) Benth.,5353568,wfo-0000174148,Neptunia plena (L.) Benth.,Australia | Bolivia (Plurinational State of) | Brazil | Chinese Taipei | Ecuador | Guyana | Mexico | Paraguay | Peru,AU | BO | BR | EC | GY | MX | PE | PY | TW,490,490,high,Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest | Mexico Southeast | Mexico Southwest | South-Central U.S.A. Texas | South-Central U.S.A. | Texas | Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amazonas | Parí | Brazil Northeast | Alagoas | Bahia | Ceará | Maranh | Paraába | Pernambuco | Piauá | Rio Grande do Norte | Sergipe | Brazil West-Central | Goiás | Mato Grosso | Mato Grosso do Sul | Caribbean Aruba | Caribbean | Aruba | Bahamas | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Netherlands Antilles | Puerto Rico | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Costa Rica | Central America | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Southern South America Paraguay | Southern South America | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Galápagos | Peru,Mexico | Brazil | Israel | United Kingdom | Aruba | Cuba | Dominican Republic | Haiti | Jamaica | Kingdom of the Netherlands | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | France | Guyana | Suriname | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000174148
Oxalis triangularis A. St.-Hil. var. purpurea,Oxalis triangularis A.St.-Hil.,7156971,wfo-0001089468,Oxalis triangularis A.St.-Hil.,Argentina | Brazil,AR | BR,293,293,high,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Brazil Northeast | Bahia | Ceará | Paraába | Pernambuco | Rio Grande do Norte | Brazil South | Paraní | Rio Grande do Sul | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Brazil West-Central | Goiás | Mato Grosso | Mato Grosso do Sul | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Peru,Brazil | Paraguay | Bolivia | Peru,https://www.worldfloraonline.org/taxon/wfo-0001089468
Pachira affinis Decne.,Pachira affinis (Mart.) Decne.,3152236,wfo-0000397363,Pachira insignis (Sw.) Savigny,Brazil | Venezuela (Bolivarian Republic of),BR | VE,23,23,low,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amazonas | Parí | Caribbean Trinidad-Tobago | Caribbean | Trinidad-Tobago | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Peru,Brazil | Israel | United Kingdom | France | Guyana | Suriname | Venezuela | Bolivia | Colombia | Peru,https://www.worldfloraonline.org/taxon/wfo-0000397363
Pachira aquatica Aubl.,Pachira aquatica Aubl.,3152235,wfo-0000397427,Pachira aquatica Aubl.,Argentina | Brazil | Colombia | Ecuador | Mexico | Venezuela (Bolivarian Republic of),AR | BR | CO | EC | MX | VE,369,369,high,Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northwest | Mexico Southeast | Mexico Southwest | Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Parí | Brazil Northeast | Maranh | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Mexico | Brazil | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Cuba | France | Guyana | Suriname | Venezuela | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000397427
Palisota schweinfurthii C.B.Clarke,Palisota schweinfurthii C.B.Clarke,2763810,wfo-0000488837,Palisota schweinfurthii C.B.Clarke,,,0,0,none,Africa East Tropical Africa Tanzania | Africa | East Tropical Africa | Tanzania | Uganda | Northeast Tropical Africa Chad | Northeast Tropical Africa | Chad | Sudan | South Tropical Africa Angola | South Tropical Africa | Angola | Zambia | West Tropical Africa Nigeria | West Tropical Africa | Nigeria | West-Central Tropical Africa Burundi | West-Central Tropical Africa | Burundi | Cameroon | Central African Republic | Congo | Equatorial Guinea | Gabon | Gulf of Guinea Is. | Rwanda | Zaire | Provided by: | [D].The World Checklist of Vascular Plants (WCVP),Tanzania | Uganda | Chad | Sudan | Angola | Zambia | Nigeria | Burundi | Cameroon | Central African Republic | Equatorial Guinea | Gabon | Rwanda | Zaire,https://www.worldfloraonline.org/taxon/wfo-0000488837
Passiflora citrina J.M.Macdougal,Passiflora citrina J.M.Mac Dougal,3587717,wfo-0000479819,Passiflora citrina J.M.MacDougal,,,0,0,none,Southern America Central America El Salvador | Southern America | Central America | El Salvador | Guatemala | Honduras | Provided by: | [C].The World Checklist of Vascular Plants (WCVP),El Salvador | Guatemala | Honduras,https://www.worldfloraonline.org/taxon/wfo-0000479819
Passiflora coriacea Juss.,Passiflora coriacea Juss.,7565198,wfo-0000480045,Passiflora coriacea Juss.,Colombia,CO,4,4,very_low,Southern America Central America Nicaragua | Southern America | Central America | Nicaragua | Panamá | Northern South America Guyana | Northern South America | Guyana | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru | Provided by: | [E].The World Checklist of Vascular Plants (WCVP) | Synonyms | Cieca coriacea (Juss.) M.Roem. | Cieca coriacea | (Juss.) M.Roem. | Cieca difformis (Kunth) M.Roem. | Cieca difformis | (Kunth) M.Roem. | Monactineirma coriacea (Juss.) Bory | Monactineirma coriacea | (Juss.) Bory | Passiflora biformis hort. ex Mast. | Passiflora biformis | hort. ex Mast. | Passiflora cheiroptera Cortés | Passiflora cheiroptera | Cortés | Passiflora clypeata Sm. | Passiflora clypeata | Sm. | Passiflora difformis Kunth | Passiflora difformis | Kunth | [D].Passifloraceae,Nicaragua | Brazil | Cuba | Guyana | Venezuela | Bolivia | Colombia | Ecuador | Peru | Spain,https://www.worldfloraonline.org/taxon/wfo-0000480045
Passiflora edulis Sims.,Passiflora edulis Sims,2874190,wfo-0000479905,Passiflora edulis Sims,Brazil | Chinese Taipei | Colombia,BR | CO | TW,1486,900,high,Southern America Brazil Amazonas | Southern America | Brazil | Amazonas | Parí | Tocantins | Brazil Northeast | Alagoas | Bahia | Ceará | Maranh | Paraába | Pernambuco | Piauá | Rio Grande do Norte | Sergipe | Brazil South | Paraní | Rio Grande do Sul | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Brazil West-Central | Brazilia Distrito Federal | Goiás | Mato Grosso | Mato Grosso do Sul | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Paraguay,Brazil | Paraguay,https://www.worldfloraonline.org/taxon/wfo-0000479905
Passiflora foetida L.,Passiflora foetida L.,2874211,wfo-0000479879,Passiflora foetida L.,Argentina | Australia | Bolivia (Plurinational State of) | Brazil | Chinese Taipei | Colombia | Mexico,AR | AU | BO | BR | CO | MX | TW,1890,900,high,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Southeast | Mexico Southwest | South-Central U.S.A. Texas | South-Central U.S.A. | Texas | Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amapí | Amazonas | Parí | Rondônia | Roraima | Tocantins | Brazil Northeast | Alagoas | Bahia | Ceará | Maranh | Paraába | Pernambuco | Piauá | Rio Grande do Norte | Sergipe | Brazil South | Paraní | Rio Grande do Sul | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Brazil West-Central | Brazilia Distrito Federal | Goiás | Mato Grosso | Mato Grosso do Sul | Caribbean Aruba | Caribbean | Aruba | Bahamas | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Netherlands Antilles | Puerto Rico | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Chile North | Paraguay | Uruguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Nepal | Mexico | Brazil | Israel | United Kingdom | Aruba | Cuba | Dominican Republic | Haiti | Jamaica | Kingdom of the Netherlands | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | France | Guyana | Suriname | Venezuela | Paraguay | Uruguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000479879
Passiflora incarnata L.,Passiflora incarnata L.,2874218,wfo-0001090757,Passiflora incarnata L.,United States of America,US,9,9,very_low,Northern America North-Central U.S.A. Illinois | Northern America | North-Central U.S.A. | Illinois | Kansas | Missouri | Oklahoma | Northeastern U.S.A. Indiana | Northeastern U.S.A. | Indiana | Ohio | Pennsylvania | West Virginia | South-Central U.S.A. Texas | South-Central U.S.A. | Texas | Southeastern U.S.A. Alabama | Southeastern U.S.A. | Alabama | Arkansas | Florida | Georgia | Kentucky | Louisiana | Mississippi | North Carolina | South Carolina | Tennessee | Virginia | Southern America Caribbean Bermuda | Southern America | Caribbean | Bermuda,United States | Netherlands | Georgia | Australia | United Kingdom,https://www.worldfloraonline.org/taxon/wfo-0001090757
Passiflora quadrangularis L.,Passiflora quadrangularis L.,2874183,wfo-0000480101,Passiflora quadrangularis L.,Bahamas | Brazil | Colombia | Fiji | Mexico,BR | BS | CO | FJ | MX,56,56,medium,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Amazonas | Parí | Rondônia | Brazil Northeast | Alagoas | Bahia | Maranh | Pernambuco | Brazil South | Paraní | Rio Grande do Sul | Brazil Southeast | Minas Gerais | Rio de Janeiro | São Paulo | Brazil West-Central | Brazilia Distrito Federal | Mato Grosso | Mato Grosso do Sul | Western South America Colombia | Western South America | Colombia,Brazil | Colombia,https://www.worldfloraonline.org/taxon/wfo-0000480101
Passiflora x violacea 'Atropurpurea',Passiflora × violacea Loisel.,7152266,wfo-0000745854,Passiflora violacea Loisel.,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0000745854
Phyllanthus inflatus Hutch,Phyllanthus inflatus Hutch.,5381231,wfo-0000271217,Phyllanthus inflatus Hutch.,,,0,0,none,Africa East Tropical Africa Kenya | Africa | East Tropical Africa | Kenya | Tanzania | Uganda | Northeast Tropical Africa Sudan | Northeast Tropical Africa | Sudan | South Tropical Africa Malawi | South Tropical Africa | Malawi | Mozambique | Zambia | Zimbabwe | Provided by: | [D].The World Checklist of Vascular Plants (WCVP),Kenya | Tanzania | Uganda | Sudan | Malawi | Mozambique | Zambia | Zimbabwe,https://www.worldfloraonline.org/taxon/wfo-0000271217
Phyllanthus reticulatus Poir.,Phyllanthus reticulatus Poir.,5382478,wfo-0000271947,Phyllanthus reticulatus Poir.,Australia | Chinese Taipei | India,AU | IN | TW,45,45,low,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Eastern Asia Nansei-shoto | Eastern Asia | Nansei-shoto | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Nepal | Pakistan | Sri Lanka | West Himalaya | Indo-China Andaman Is. | Indo-China | Andaman Is. | Cambodia | Laos | Myanmar | Nicobar Is. | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia New Guinea | Papuasia | New Guinea | Solomon Is. | Australasia Australia Northern Territory | Australasia | Australia | Northern Territory | Queensland | Western Australia | Pacific Southwestern Pacific Santa Cruz Is. | Pacific | Southwestern Pacific | Santa Cruz Is.,People's Republic of China | Taiwan | Cameroon | India | Bangladesh | Nepal | Pakistan | Sri Lanka | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Canada | Netherlands | Nigeria | Russia | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji,https://www.worldfloraonline.org/taxon/wfo-0000271947
Pilea involucrata (Sims) C.H.Wright & Dewar 'Moon Walley',Pilea involucrata (Sims) C.H.Wright & Dewar,5669908,wfo-0001260895,Pilea ovalis Griseb.,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0001260895
Pilea involucrata (Sims) C.H.Wright & Dewar 'Norfolk',Pilea involucrata (Sims) C.H.Wright & Dewar,5669908,wfo-0001260895,Pilea ovalis Griseb.,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0001260895
Piper betle L.,Piper betle L.,4187904,wfo-0000479518,Piper betle L.,Chinese Taipei | India | Papua New Guinea,IN | PG | TW,10,10,low,Asia-Tropical Indo-China Cambodia | Asia-Tropical | Indo-China | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Lesser Sunda Is. | Malesia | Lesser Sunda Is. | Malaya | Philippines,Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000479518
Piper kadzura (Choisy) Ohwi.,Piper kadsura (Choisy) Ohwi,4183601,wfo-0000486229,Piper kadsura (Choisy) Ohwi,Chinese Taipei | Japan,JP | TW,80,80,medium,Asia-Temperate Eastern Asia Japan | Asia-Temperate | Eastern Asia | Japan | Kazan-retto | Korea | Nansei-shoto | Ogasawara-shoto | Taiwan | Provided by: | [D].The World Checklist of Vascular Plants (WCVP) | Synonyms | Piper arboricola C.DC. | Piper arboricola | C.DC. | Piper futokadsura Siebold | Piper futokadsura | Siebold | Piper futokadsura var. macrophyllum Nakai | Piper futokadsura var. macrophyllum | Nakai | Piper kadsura f. macrophyllum (Nakai) M.Mizush. | Piper kadsura f. macrophyllum | (Nakai) M.Mizush. | Piper kadsura var. boninense M.Mizush. | Piper kadsura var. boninense | M.Mizush. | Piper rupigaudens C.DC. | Piper rupigaudens | Piper subglaucescens C.DC. | Piper subglaucescens | Piper taquetii C.DC. | Piper taquetii | [C].Piperaceae,Japan | Korea | Taiwan,https://www.worldfloraonline.org/taxon/wfo-0000486229
Piper longum L.,Piper longum L.,3086338,wfo-0000486013,Piper longum L.,,,0,0,none,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | Nepal | Indo-China Cambodia | Indo-China | Cambodia | Laos | Myanmar | Nicobar Is. | Thailand | Vietnam,Cameroon | India | Bangladesh | Nepal | Cambodia | Laos | Myanmar | Thailand | Vietnam,https://www.worldfloraonline.org/taxon/wfo-0000486013
Piper magnificum Trel.,Piper magnificum Gentil ex Trel.,7860851,wfo-0001092849,Piper magnificum hort. ex Gentil,,,0,0,none,Southern America Western South America Peru | Southern America | Western South America | Peru | Provided by: | [B].The World Checklist of Vascular Plants (WCVP) | Synonyms | Artanthe decurrens Fourn. | Artanthe decurrens | Fourn. | Artanthe magnifica Linden | Artanthe magnifica | Linden | Artanthe magnifica Miq. | Miq. | Piper bicolor Yunck. | Piper bicolor | Yunck. | [A].Piperaceae,Peru,https://www.worldfloraonline.org/taxon/wfo-0001092849
Plumeria alba L.,Plumeria alba L.,3169673,wfo-0000279064,Plumeria alba L.,,,1,1,very_low,Southern America Caribbean Leeward Is. | Southern America | Caribbean | Leeward Is. | Puerto Rico | Windward Is.,United Kingdom,https://www.worldfloraonline.org/taxon/wfo-0000279064
Plumeria rubra L.,Plumeria rubra L.,3169674,wfo-0000279184,Plumeria rubra L.,Colombia,CO,2,2,very_low,Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest | Mexico Southeast | Mexico Southwest | Southern America Central America Belize | Southern America | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Western South America Colombia | Western South America | Colombia,Mexico | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Brazil | Cuba | Venezuela | Colombia,https://www.worldfloraonline.org/taxon/wfo-0000279184
Polyalthia suberosa (Raxb.) Thwaites,Polyalthia suberosa (Roxb.) Thwaites,3156325,wfo-0001066143,Polyalthia suberosa (Roxb.) Thwaites,,,1,1,very_low,Asia-Temperate China China Southeast | Asia-Temperate | China | China Southeast | Hainan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | India | Nepal | Sri Lanka | Indo-China Cambodia | Indo-China | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Malaya | Malesia | Malaya | Philippines,People's Republic of China | Cameroon | India | Bangladesh | Nepal | Sri Lanka | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0001066143
Pseudorhipsalis ramulosa (Salm-Dyck) Barthlott ,Pseudorhipsalis ramulosa (Salm-Dyck) Barthlott,7283547,wfo-0000397959,Kimnachia,Brazil | Mexico,BR | MX,3,3,very_low,Southern America Brazil Acre | Southern America | Brazil | Acre | Amazonas | Provided by: | [A].Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Brazil | Israel,https://www.worldfloraonline.org/taxon/wfo-0000397959
Pseudospondias microcarpa Engl.,Pseudospondias microcarpa (A.Rich.) Engl.,3660956,wfo-0000393818,Pseudospondias microcarpa Engl.,Guinea-Bissau,GW,1,1,very_low,"Africa East Tropical Africa Kenya | Africa | East Tropical Africa | Kenya | Tanzania | Uganda | Northeast Tropical Africa Chad | Northeast Tropical Africa | Chad | Sudan | South Tropical Africa Angola | South Tropical Africa | Angola | Zambia | West Tropical Africa Benin | West Tropical Africa | Benin | Burkina | Gambia, The | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Mali | Nigeria | Senegal | Sierra Leone | Togo | West-Central Tropical Africa Burundi | West-Central Tropical Africa | Burundi | Cameroon | Central African Republic | Congo | Equatorial Guinea | Gabon | Gulf of Guinea Is. | Rwanda | Zaire | Western Indian Ocean Comoros | Western Indian Ocean | Comoros | Provided by: | [F].The World Checklist of Vascular Plants (WCVP) | Synonyms | Pseudospondias microcarpa var. microcarpa | Sorindeia obliquifoliolata Engl. | Sorindeia obliquifoliolata | Engl. | Sorindeia obtusifoliolata var. parvifoliolata Engl. | Sorindeia obtusifoliolata var. parvifoliolata | Spondias angolensis O.Hoffm. | Spondias angolensis | O.Hoffm. | Spondias microcarpa A.Rich. | Spondias microcarpa | A.Rich. | Spondias zanzee G.Don | Spondias zanzee | G.Don | [A].Anacardiaceae",Kenya | Tanzania | Uganda | Chad | Sudan | Angola | Zambia | Benin | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Mali | Nigeria | Senegal | Sierra Leone | Togo | Burundi | Cameroon | Central African Republic | Equatorial Guinea | Gabon | Rwanda | Zaire | Comoros,https://www.worldfloraonline.org/taxon/wfo-0000393818
Psidium cattleyanum Afzel. ex Sabine 'Limon',Psidium cattleianum Afzel. ex Sabine,5420641,wfo-0000284334,Psidium,Brazil | Seychelles,BR | SC,1439,900,high,,,https://www.worldfloraonline.org/taxon/wfo-0000284334
Psidium cattleyanum Afzel. ex Sabine 'Red-Macrocarpa',Psidium cattleianum Afzel. ex Sabine,5420641,wfo-0000284334,Psidium,Brazil | Seychelles,BR | SC,1439,900,high,,,https://www.worldfloraonline.org/taxon/wfo-0000284334
Psidium cattleyanum Afzel. ex Sabine 'Rojo',Psidium cattleianum Afzel. ex Sabine,5420641,wfo-0000284334,Psidium,Brazil | Seychelles,BR | SC,1439,900,high,,,https://www.worldfloraonline.org/taxon/wfo-0000284334
