input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_synonym_count,gbif_english_name,gbif_english_names,gbif_english_name_count,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_id_method,wfo_query_used,wfo_url,wfo_habitat,wfo_native_distribution,wfo_distribution_raw,wfo_distribution_label,wfo_habitat_label
Hoffmannia ghiesberghtii (Lem.) Hemsl.,FUZZY,100,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,5335448,,0,,,0,,,0,0,none,wfo-0000982612,matching_api,Hoffmannia ghiesbreghtii,https://www.worldfloraonline.org/taxon/wfo-0000982612,Life Form,,,,habitat
Hoffmannia ghiesberghtii (Lem.) Hemsl.,FUZZY,100,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,5335448,,0,,,0,,,0,0,none,wfo-0000982612,matching_api,Hoffmannia ghiesbreghtii,https://www.worldfloraonline.org/taxon/wfo-0000982612,Life Form,,,,habitat
Hura crepitans L.,EXACT,100,Hura crepitans,Hura crepitans,Hura crepitans L.,5380015,Hura brasiliensis Willd. | Hura crepitans f. oblongifolia Müll.Arg. | Hura crepitans f. orbicularis Müll.Arg. | Hura crepitans f. ovata Müll.Arg. | Hura crepitans var. genuina Müll.Arg. | Hura crepitans var. membranacea Müll.Arg. | Hura crepitans var. oblongifolia Müll.Arg. | Hura crepitans var. orbicularis Müll.Arg. | Hura crepitans var. ovata Müll.Arg. | Hura crepitans var. senegalensis (Baill.) Boiss. | Hura crepitans var. senegalensis Müll.Arg. | Hura crepitans var. strepens Müll.Arg. | Hura senegalensis Baill. | Hura strepens Willd.,14,Sandbox tree,"Sandbox tree | asiwakalan, kumakalan",2,Bolivia (Plurinational State of) | Brazil | Colombia | Peru | Suriname | United States of America | Venezuela (Bolivarian Republic of),BO | BR | CO | PE | SR | US | VE,117,117,medium,wfo-0000215711,matching_api,Hura crepitans,https://www.worldfloraonline.org/taxon/wfo-0000215711,Terrícola Provided by: [ L ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Hylocereus megalanthus (K.Schum.) Ralf Bauer,EXACT,100,Hylocereus megalanthus,Hylocereus megalanthus,Hylocereus megalanthus (K.Schum. ex Vaupel) Ralf Bauer,3944769,,0,yellow pitaya,yellow pitaya,1,,,0,0,none,wfo-0001271805,matching_api,Hylocereus megalanthus,https://www.worldfloraonline.org/taxon/wfo-0001271805,Life Form,,,,habitat
Hylocereus undatus (Haw.) Britton et Rose.,EXACT,100,Hylocereus undatus,Hylocereus undatus,Hylocereus undatus (Haw.) Britton & Rose,3084394,,0,Dragon Fruit,Belle of the Night | Dragon Fruit | Night Blooming Cereus | Nightblooming cactus | Strawberry Pear | belle-of-the-night,6,Spain,ES,9,9,very_low,wfo-0000726906,matching_api,Hylocereus undatus,https://www.worldfloraonline.org/taxon/wfo-0000726906,Selenicereus undatus grows climbing/trailing along trees in on along the edges of Dry Broadleaf Evergreen Formation – Woodlands (Scrublands) as well as over walls in cultivated areas. Provided by: [ C ]. Leon Levy Native Plant Preserve Source: [ 7 ].,Selenicereus undatus is NOT native to the Lucayan Archipelago but occurs throughout the central and northern island groupings. It is native to Mexico and Central America but has now spread through Florida | the Caribbean region | southern South America | South Africa | and parts of Asia. Provided by: [ C ]. Leon Levy Native Plant Preserve Source: [ 7 ].,"Selenicereus undatus is NOT native to the Lucayan Archipelago but occurs throughout the central and northern island groupings. It is native to Mexico and Central America but has now spread through Florida, the Caribbean region, southern South America , South Africa, and parts of Asia. Provided by: [ C ]. Leon Levy Native Plant Preserve Source: [ 7 ].",distribution,habitat
Isolepis cernua (Vahl) Roem. et Schukt.,EXACT,100,Isolepis cernua,Isolepis cernua,Isolepis cernua (Vahl) Roem. & Schult.,2713316,"Isolepis mineae Parl., 1846 | Isolepis prolifera Melis, 1875 | Isolepis savii Palla",3,low bulrush,Slender Club-rush | Small Bristle Club-Rush | fiber-optic-grass | low bulrush | low clubrush,5,Australia | Brazil | Chile | Colombia | New Zealand | Norfolk Island | Portugal | Spain | United States of America | unknown or invalid,AU | BR | CL | CO | ES | NF | NZ | PT | US | ZZ,1031,900,high,wfo-0000448337,matching_api,Isolepis cernua,https://www.worldfloraonline.org/taxon/wfo-0000448337,"Marshes and watercourses. Localised in marshy flats, below 700 m. River banks, damp sites in grassland. Provided by: [ B ]. e-Flora of South Africa Source: [ 3 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Justicia brandegeana Wassh. & L.B.Sm.,FUZZY,100,Justicia brandegeeana,Justicia brandegeeana,Justicia brandegeeana Wassh. & L.B.Sm.,3173122,Justicia straminea D.N.Gibson,1,false hop,Honolulu-salvia | Mexican shrimp-plant | Shrimpplant | false hop | shrimp-plant | shrimpbush,6,Brazil | Croatia | Mexico | United States of America,BR | HR | MX | US,94,94,medium,wfo-0000354190,matching_api,Justicia brandegeeana,https://www.worldfloraonline.org/taxon/wfo-0000354190,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Justicia carnea Lindl.,EXACT,100,Justicia carnea,Justicia carnea,Justicia carnea Lindl.,3770188,,0,plumeflower,Brazilian-Plume | flamingo-flower | king's-crown | plumeflower,4,Argentina | Brazil,AR | BR,991,900,high,wfo-0000354735,matching_api,Justicia carnea,https://www.worldfloraonline.org/taxon/wfo-0000354735,Terrícola Provided by: [ B ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Khaya grandifolia C.DC.,FUZZY,100,Khaya grandifoliola,Khaya grandifoliola,Khaya grandifoliola C.DC.,3852039,Khaya dawei Stapf | Khaya dawei Stapf ex Broun & R.E.Massey | Khaya grandis Stapf | Khaya kerstingii Harms | Khaya kissiensis A.Chev. | Khaya punchii Stapf,6,Beninwood,African Mahogany | Benin Mahogany | Benin-mahogany | Beninwood | Large-leaved Mahogany | Senegal Mahogany | gagaliga | tido,8,,,0,0,none,wfo-0000357001,matching_api,Khaya grandifoliola,https://www.worldfloraonline.org/taxon/wfo-0000357001,"Savanes, bords des eaux à galerie forestière étroite. Provided by: [ B ]. Flore d'Afrique Centrale Source: [ 14 ].",De la Guinée au Cameroun | le Sudan | l'Uganda Provided by: [ B ]. Flore d'Afrique Centrale Source: [ 14 ].,"De la Guinée au Cameroun, le Sudan, l'Uganda Provided by: [ B ]. Flore d'Afrique Centrale Source: [ 14 ].",distribution,habitat
Kigelia pinnata (Jacq.) DC.,EXACT,100,Kigelia pinnata,Kigelia pinnata,Kigelia pinnata (Jacq.) DC.,3172562,,0,,,0,,,1,1,very_low,wfo-0000778896,matching_api,Kigelia pinnata,https://www.worldfloraonline.org/taxon/wfo-0000778896,Life Form,East Africa | this species is widely-cultivated Provided by: [ C ]. Flora de Panama Source: [ 1 ].,"East Africa, this species is widely-cultivated Provided by: [ C ]. Flora de Panama Source: [ 1 ].",distribution,habitat
Kohleria hirsuta (HBK) Reg.,EXACT,100,Kohleria hirsuta,Kohleria hirsuta,Kohleria hirsuta (Kunth) Regel,6365157,,0,,,0,,,0,0,none,wfo-0000357724,matching_api,Kohleria hirsuta,https://www.worldfloraonline.org/taxon/wfo-0000357724,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Lagerstroemia speciosa (L.) Pers.,EXACT,100,Lagerstroemia speciosa,Lagerstroemia speciosa,Lagerstroemia speciosa (L.) Pers.,3188724,Lagerstroemia speciosa var. intermedia (Koehne) Furtado & Montien,1,Jarul,Jarul | Pride of India | Sari konokono wadrada | giant crepe-myrtle | pride-of-India | pyinma | queen's crape-myrtle | queen's-flower | reseda-flor-da-rainha | resedá-flor-da-rainha | resedá-gigante,11,India | Indonesia | Myanmar | Sri Lanka,ID | IN | LK | MM,6,6,very_low,wfo-0000366693,matching_api,Lagerstroemia speciosa,https://www.worldfloraonline.org/taxon/wfo-0000366693,Life Form tree Provided by: [D].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Mangifera indica L. 'Irwin',EXACT,96,Mangifera indica,Mangifera indica,Mangifera indica L.,3190638,Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume,20,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,7,Australia | Bhutan | Chinese Taipei | Colombia | India | Malaysia,AU | BT | CO | IN | MY | TW,14,14,low,wfo-0000371248,matching_api,Mangifera indica,https://www.worldfloraonline.org/taxon/wfo-0000371248,"Mangifera indica occurs in Human Altered environments (yards, gardens, and farms). It persists in abandoned fields and yards for decades. Provided by: [ C ]. Leon Levy Native Plant Preserve Source: [ 45 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Mangifera indica L. 'Kensington',EXACT,96,Mangifera indica,Mangifera indica,Mangifera indica L.,3190638,Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume,20,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,7,Australia | Bhutan | Chinese Taipei | Colombia | India | Malaysia,AU | BT | CO | IN | MY | TW,14,14,low,wfo-0000371248,matching_api,Mangifera indica,https://www.worldfloraonline.org/taxon/wfo-0000371248,"Mangifera indica occurs in Human Altered environments (yards, gardens, and farms). It persists in abandoned fields and yards for decades. Provided by: [ C ]. Leon Levy Native Plant Preserve Source: [ 45 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Mangifera indica L. 'Osteen',EXACT,96,Mangifera indica,Mangifera indica,Mangifera indica L.,3190638,Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume,20,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,7,Australia | Bhutan | Chinese Taipei | Colombia | India | Malaysia,AU | BT | CO | IN | MY | TW,14,14,low,wfo-0000371248,matching_api,Mangifera indica,https://www.worldfloraonline.org/taxon/wfo-0000371248,"Mangifera indica occurs in Human Altered environments (yards, gardens, and farms). It persists in abandoned fields and yards for decades. Provided by: [ C ]. Leon Levy Native Plant Preserve Source: [ 45 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Medinilla magnifica Lindl.,EXACT,100,Medinilla magnifica,Medinilla magnifica,Medinilla magnifica Lindl.,3188507,Medinilla bracteata Veitch | Medinilla superba Teijsm. & Binn. | Medinilla superba Teijsm. & Binn. ex Triana,3,pink medinilla,Showy Medinilla | pink medinilla,2,,,0,0,none,wfo-0001082446,matching_api,Medinilla magnifica,https://www.worldfloraonline.org/taxon/wfo-0001082446,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Nephelium lappaceum,EXACT,99,Nephelium lappaceum,Nephelium lappaceum,Nephelium lappaceum L.,5421126,Nephelium chryseum Blume | Nephelium echinatum Noronha | Nephelium glabrum (Blume) Cambess. | Nephelium glabrum Noronha | Nephelium glabrum var. sufferugineum (Radlk.) Ridl. | Nephelium lappaceum var. glabrum (Blume) Blume | Nephelium maculatum Radlk. | Nephelium obovatum Ridl. | Nephelium pallens Radlk. | Nephelium rambutan Schnizl. | Nephelium rimosum G.Don,11,pulasan,Rambutan | pulasan,2,,,0,0,none,wfo-0000381268,matching_api,Nephelium lappaceum,https://www.worldfloraonline.org/taxon/wfo-0000381268,Terrícola Provided by: [ C ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Yunnan | Hainan | Indo-China | Thailand | Malay Peninsula | Sumatra | Java (type) | Borneo | Philippines | and Sulawesi. Provided by: [ B ]. e-Flora of Thailand Source: [ 7 ].,"Yunnan, Hainan, Indo-China, Thailand, Malay Peninsula, Sumatra, Java (type), Borneo, Philippines, and Sulawesi. Provided by: [ B ]. e-Flora of Thailand Source: [ 7 ].",distribution,habitat
Mimosa aculeaticarpa Ortega,EXACT,100,Mimosa aculeaticarpa,Mimosa aculeaticarpa,Mimosa aculeaticarpa Ortega,2969973,Mimosa acanthocarpa (Willd.) Benth. | Mimosa acanthocarpa (Willd.) Poir. | Mimosa acanthocarpa var. desmanthocarpa B.L.Rob. | Mimosa aculeaticarpa var. aculeaticarpa | Mimosa aculeaticarpa var. desmanthocarpa (B.L.Rob.) J.F.Macbr. | Mimosa arida Benth. | Mimosa brachyacantha Poir. | Mimosa moreliensis (Britton) Bullock | Mimosa uncinella Poir.,9,catclaw mimosa,catclaw mimosa | mimosa,2,United States of America,US,2,2,very_low,wfo-0000169632,matching_api,Mimosa aculeaticarpa,https://www.worldfloraonline.org/taxon/wfo-0000169632,Life Form tree Provided by: [E].Global Tree Search,In brush woodland and on open slopes or in thickets in the oak-pine belt | scattered in mountainous e. Mexico from Nuevo León and adj. Tamaulipas to Chiapas | w. interruptedly in the Transverse Volcanic Range to n. Michoacán. In matorral around the s. edge of the Mexican Plateau in s. San Luis Potosí | n. Jalisco | and perhaps adj. Aguascalientes. In submontane oakwoods | and thickets in grassland-transition | sometimes forming extensive associations | widespread in s.-w. Mexico | at the edge of the Plateau intergrading with var. biuncifera | in Michoacán with variant 1. Provided by: [ B ]. Memoirs of the New York Botanical Garden Source: [ 1 ].,"In brush woodland and on open slopes or in thickets in the oak-pine belt, scattered in mountainous e. Mexico from Nuevo León and adj. Tamaulipas to Chiapas, w. interruptedly in the Transverse Volcanic Range to n. Michoacán. In matorral around the s. edge of the Mexican Plateau in s. San Luis Potosí, n. Jalisco, and perhaps adj. Aguascalientes. In submontane oakwoods, and thickets in grassland-transition, sometimes forming extensive associations, widespread in s.-w. Mexico, at the edge of the Plateau intergrading with var. biuncifera, in Michoacán with variant 1. Provided by: [ B ]. Memoirs of the New York Botanical Garden Source: [ 1 ].",distribution,habitat
Mimosa polycarpa Kanth. var. spegazzinii (Pirrota) Burkart.,EXACT,100,Mimosa polycarpa spegazzinii,Mimosa polycarpa,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart,2969639,Mimosa pachecensis S.Moore | Mimosa polycarpa var. subglabrata Hoehne | Mimosa polychaeta Malme | Mimosa spegazzinii Pirotta,4,,,0,Argentina | Bolivia (Plurinational State of) | Brazil | Paraguay,AR | BO | BR | PY,160,160,medium,wfo-0000169804,matching_api,Mimosa polycarpa spegazzinii,https://www.worldfloraonline.org/taxon/wfo-0000169804,Life Form,In campo thickets | in open brush-woodland | and colonially weedy in pastures and along highways | mostly below 400 m | locally abundant in centr. and s.-e. Paraguay and n.-w. Argentina (Misiones) | extending n.-e. in Brazil to the Pantanal region in Mato Grosso do Sul and to centr. S. Paulo (Dois Côrregos to Brotas) | and w. into Sta. Cruz | Bolivia.—Fl. XI-IV | the fruit or the empty repla long persistent.—Maricá sensitiva. Map 46. Provided by: [ B ]. Memoirs of the New York Botanical Garden Source: [ 2 ].,"In campo thickets, in open brush-woodland, and colonially weedy in pastures and along highways, mostly below 400 m, locally abundant in centr. and s.-e. Paraguay and n.-w. Argentina (Misiones), extending n.-e. in Brazil to the Pantanal region in Mato Grosso do Sul and to centr. S. Paulo (Dois Côrregos to Brotas), and w. into Sta. Cruz, Bolivia.—Fl. XI-IV, the fruit or the empty repla long persistent.—Maricá sensitiva. Map 46. Provided by: [ B ]. Memoirs of the New York Botanical Garden Source: [ 2 ].",distribution,habitat
Morinda citriodora l,HIGHERRANK,96,Morinda,Morinda,Morinda L.,2915429,,0,,,0,Australia | China | Chinese Taipei | Colombia | French Polynesia | Indonesia | New Caledonia | Papua New Guinea | Samoa | Seychelles | Thailand | Timor-Leste | Tonga,AU | CN | CO | ID | NC | PF | PG | SC | TH | TL | TO | TW | WS,107,107,medium,wfo-4000024850,matching_api,Morinda,https://www.worldfloraonline.org/taxon/wfo-4000024850,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Murraya paniculata (L.) Jack,EXACT,100,Murraya paniculata,Murraya paniculata,Murraya paniculata (L.) Jack,5421335,,0,Orange Jasmine,"Anfounloulou, Foulaguin | Chinese box | Mock orange | Orange jessamine, Jessamine, Lakeview jasmine, Jasmine orange, Mock orange, Hawaiian mock orange, Satinwood, Chinese box, China-box, Cosmetic bark tree, Honey bush, Murraya | orange-jessamine | qian li xiang | tiare anani | Orange Jasmine",8,Australia | Chinese Taipei | Papua New Guinea,AU | PG | TW,51,51,medium,wfo-0000453279,matching_api,Murraya paniculata,https://www.worldfloraonline.org/taxon/wfo-0000453279,Life Form tree Provided by: [H].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Musa coccinea Andrews,EXACT,100,Musa coccinea,Musa coccinea,Musa coccinea Andrews,2762920,,0,Okinawa Torch,Okinawa Torch | Red Flowering Banana | Red Flowering Thai Banana | Red Torch Banana | bananeira-florida | bananeira-vermelha | hong jiao | scarlet banana,8,Afghanistan | Brazil | China | Honduras | Indonesia | Philippines | Puerto Rico | Viet Nam,AF | BR | CN | HN | ID | PH | PR | VN,18,18,low,wfo-0000474224,matching_api,Musa coccinea,https://www.worldfloraonline.org/taxon/wfo-0000474224,Terrícola Provided by: [ B ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Musa velutina Wendl. et Drude,EXACT,100,Musa velutina,Musa velutina,Musa velutina H.Wendl. & Drude,2762971,"Musa dasycarpa Kurz | Musa velutina var. variegata A.Joe, M.Sabu & Sreejith",2,hairy banana,Pink velvet banana | bananeira-de-jardim | bananeira-ornamental | fuzzy pink banana | hairy banana | pink banana | self-peeling banana,7,Afghanistan | Costa Rica | India | Trinidad and Tobago | United States of America,AF | CR | IN | TT | US,8,8,very_low,wfo-0000475207,matching_api,Musa velutina,https://www.worldfloraonline.org/taxon/wfo-0000475207,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x nana 'Cavendishii',EXACT,84,Musa nana,Musa nana,Musa nana Lour.,3750363,,0,,,0,,,0,0,none,wfo-0000474616,matching_api,Musa nana,https://www.worldfloraonline.org/taxon/wfo-0000474616,Life Form,,,,habitat
Musa x paradisiaca L. 'Aple',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x paradisiaca L. 'Kreol',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x paradisiaca L. 'Pakovan',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x paradisiaca L. 'Prata Ana',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x paradisiaca L. 'Pray',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x paradisiaca L. 'Red',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Musa x paradisiaca L. ssp. seminifera Bak.,EXACT,100,Musa paradisiaca seminifera,Musa paradisiaca,Musa paradisiaca subsp. seminifera (Lour.) Baker,8159796,,0,,,0,,,0,0,none,wfo-0000474793,matching_api,Musa paradisiaca seminifera,https://www.worldfloraonline.org/taxon/wfo-0000474793,Life Form,,,,habitat
