input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_english_name,gbif_english_names,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_query_used,wfo_url,wfo_native_areas_found_in,wfo_native_countries,powo_native,powo_url,powo_taxon_id,powo_error
Aristolochia labiata Willd.,EXACT,100,Aristolochia labiata,Aristolochia labiata,Aristolochia labiata Willd.,2874002,Aristolochia brasiliensis Mart. | Aristolochia brasiliensis var. galeata (Mart.) Hoehne | Aristolochia brasiliensis var. macrophylla Duch. | Aristolochia brasiliensis var. macrophylla Mart. | Aristolochia brasiliensis var. parviflora Duch. | Aristolochia brasiliensis var. parviflora Mart. | Aristolochia galeata Mart. & Zucc. | Aristolochia labiosa Ker Gawl. | Aristolochia labiosa KerGawl. | Aristolochia macrorrhyncha Hoehne | Aristolochia ornithocephala Hook. | Aristolochia ringens Link & Otto,Mottled dutchman's pipe,Mottled dutchman's pipe | rooster-flower,Brazil,BR,556,556,high,wfo-0000547955,Aristolochia labiata,https://www.worldfloraonline.org/taxon/wfo-0000547955,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Tocantins | Brazil Northeast | Alagoas | Bahia | Ceará | Pernambuco | Rio Grande do Norte | Sergipe | Brazil South | Paraní | Rio Grande do Sul | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Brazil West-Central | Brazilia Distrito Federal | Goiás | Mato Grosso do Sul,United States | Brazil | Mexico | Empire of Brazil,"Brazil North | Brazil Northeast | Brazil South | Brazil Southeast | Brazil West-Central
Introduced into:
Cameroon | Dominican Republic",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A93051-1,urn:lsid:ipni.org:names:93051-1,
Aristolochia maxima L.,EXACT,85,Aristolochia maxima,Aristolochia maxima,Aristolochia maxima Jacq.,2873997,Aristolochia asperifolia Ule | Aristolochia asperifolia Ule ex Pilg. | Aristolochia biflora Duch. ex Klotzsch | Aristolochia biflora Willd. | Aristolochia biflora Willd. ex Duch. | Aristolochia dammeriana Mast. | Aristolochia geminiflora Kunth | Aristolochia maxima var. angustifolia Duch. | Aristolochia maxima var. geminiflora (Kunth) Duch. | Aristolochia maxima var. maxima | Aristolochia mexicana D.Dietr. | Aristolochia reticulata Holton | Aristolochia reticulata Holton ex Duch. | Aristolochia sprucei Hoehne | Aristolochia wageneriana Schltdl.,Florida Dutchman's Pipe,Florida Dutchman's Pipe,Colombia,CO,3,3,very_low,wfo-0000548053,Aristolochia maxima,https://www.worldfloraonline.org/taxon/wfo-0000548053,Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Southeast | Mexico Southwest | Southern America Caribbean Windward Is. | Southern America | Caribbean | Windward Is. | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Western South America Colombia | Western South America | Colombia,United Kingdom | Angola | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Brazil | Cuba | Venezuela | Colombia,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Aristolochia maxima | Cham. | First published in Linnaea 7: 208 (1832) | nom. illeg. | This name is a synonym of | Aristolochia chamissonis",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A93123-1,urn:lsid:ipni.org:names:93123-1,
Aristolochia ringens Vahl,EXACT,100,Aristolochia ringens,Aristolochia ringens,Aristolochia ringens Vahl,2873998,Aristolochia galeata Mart. & Zucc. | Aristolochia globiflora Mutis | Aristolochia grandiflora Vahl | Aristolochia turbacensis Kunth,Gaping Dutchman's Pipe,Foula koukoui | Gaping Dutchman's Pipe,Australia | Colombia,AU | CO,2,2,very_low,wfo-0000548271,Aristolochia ringens,https://www.worldfloraonline.org/taxon/wfo-0000548271,Southern America Central America Costa Rica | Southern America | Central America | Costa Rica | El Salvador | Guatemala | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Southern South America Argentina Northwest | Southern South America | Argentina Northwest | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Costa Rica | El Salvador | Guatemala | Brazil | Cuba | Venezuela | Colombia | Ecuador | Chile | Peru,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Aristolochia ringens | Link & Otto | First published in Icon. Pl. Select.: 33 (1821) | nom. illeg. | This name is a synonym of | Aristolochia labiata",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A93286-1,urn:lsid:ipni.org:names:93286-1,
Aristolochia trilobata L.,EXACT,100,Aristolochia trilobata,Aristolochia trilobata,Aristolochia trilobata L.,8358388,Aristolochia appendiculata Vell. | Aristolochia caracasana Spreng. | Aristolochia macroura var. subtrifida Gomez | Aristolochia trifida Lam. | Aristolochia triloba Salisb.,Dutchman's Pipe,Bejuco De Santiago | Dutchman's Pipe,Argentina | Brazil | Paraguay | Uruguay,AR | BR | PY | UY,212,212,high,wfo-0000548425,Aristolochia trilobata,https://www.worldfloraonline.org/taxon/wfo-0000548425,Northern America Mexico Mexico Southeast | Southern America Brazil Brazil North | Parí | Brazil Northeast | Alagoas | Bahia | Paraába | Pernambuco | Sergipe | Paraní | Santa Catarina | Brazil Southeast | Espirito Santo | Rio de Janeiro | São Paulo | Caribbean Bermuda | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Puerto Rico | Trinidad-Tobago | Windward Is. | Central America Belize | Costa Rica | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Guyana | Suriname | Venezuela | Western South America Colombia | Aristolochia appendiculata Vell. | Aristolochia caracasana Spreng. | Aristolochia trifida Lam. | Aristolochia triloba Salisb. | Howardia trifida Klotzsch | Howardia trilobata (L.) Klotzsch | Passiflora caloneura Kurz | Northern America | Mexico | Mexico Southeast | Southern America | Brazil | Brazil North | Caribbean | Bermuda | Central America | Belize | Northern South America | French Guiana | Western South America | Colombia | Synonyms | Aristolochia appendiculata | Vell. | Aristolochia caracasana | Spreng. | Aristolochia trifida | Lam. | Aristolochia triloba | Salisb. | Howardia trifida | Klotzsch | Howardia trilobata | (L.) Klotzsch | Passiflora caloneura | Kurz | Other Local Names | Name | Language | Country | cipó-milhomens-rabudo | Portuguese | cipó-milhomens-da-praia | jarrinha-da-praia | cipó-de-cobra | milhomes | jarrinha-de-cauda,Brazil | United States | Mexico | Cuba | Dominican Republic | Haiti | South Africa | Jamaica | Costa Rica | Honduras | Nicaragua | Guyana | Suriname | Kingdom of the Netherlands | Netherlands | Venezuela | United Kingdom | Angola | France | Colombia | Habsburg monarchy | Zambia | Portugal | Spain,Belize | Bermuda | Brazil North | Brazil Northeast | Brazil Southeast | Colombia | Costa Rica | Cuba | Dominican Republic | French Guiana | Guyana | Haiti | Honduras | Jamaica | Leeward Is. | Mexico Southeast | Nicaragua,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A319092-2,urn:lsid:ipni.org:names:319092-2,
Aristolochia zollingeriana Miq,EXACT,100,Aristolochia zollingeriana,Aristolochia zollingeriana,Aristolochia zollingeriana Miq.,5836315,Aristolochia hastata Klotzsch | Aristolochia kankaoensis Sasaki | Aristolochia kankauensis Sasaki | Aristolochia ramosii Merr. | Aristolochia roxburghiana subsp. kankaoensis (Sasaki) Kitam. | Aristolochia roxburghiana subsp. kankauensis (Sasaki) Kitam. | Aristolochia tagala subsp. kankauensis (Sasaki) T.Yamaz. | Aristolochia tagala var. kankaoensis (Sasaki) T.Yamaz.,,,Chinese Taipei,TW,4,4,very_low,wfo-0000548485,Aristolochia zollingeriana,https://www.worldfloraonline.org/taxon/wfo-0000548485,Asia-Temperate Eastern Asia Nansei-shoto | Taiwan | Asia-Tropical Indo-China Vietnam | Malesia Jawa | Philippines | Sumatera | Aristolochia hastata Klotzsch | Aristolochia kankauensis Sasaki | Aristolochia ramosii Merr. | Aristolochia roxburghiana subsp. kankauensis (Sasaki) Kitam. | Aristolochia tagala var. kankaoensis (Sasaki) T.Yamaz. | Hocquartia kankauensis (Sasaki) Nakai ex Masam. | Asia-Temperate | Eastern Asia | Nansei-shoto | Asia-Tropical | Indo-China | Vietnam | Malesia | Jawa | Synonyms | Aristolochia hastata | Klotzsch | Aristolochia kankauensis | Sasaki | Aristolochia ramosii | Merr. | Aristolochia roxburghiana subsp. kankauensis | (Sasaki) Kitam. | Aristolochia tagala var. kankaoensis | (Sasaki) T.Yamaz. | Hocquartia kankauensis | (Sasaki) Nakai ex Masam.,Taiwan | Philippines | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Czech Republic | Japan,Jawa | Nansei-shoto | Philippines | Sumatera | Taiwan,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A93453-1,urn:lsid:ipni.org:names:93453-1,
Asplenium nidus L.,EXACT,100,Asplenium nidus,Asplenium nidus,Asplenium nidus L.,2650676,Asplenium ellipticum (Fée) Copel. | Asplenium ficifolium Goldm. | Asplenium nidus var. nidus | Asplenium nidus var. plicatum Alderw. | Asplenium scolopendrium Lour. | Asplenium simplex Mett.,Hawai'I Birdnest Fern,Hawai'I Birdnest Fern | Katafa | bird's-nest fern | nest fern,Australia | Chinese Taipei | India | Malaysia | Papua New Guinea | Seychelles | Tonga | United States of America,AU | IN | MY | PG | SC | TO | TW | US,105,105,medium,wfo-0001108020,Asplenium nidus,https://www.worldfloraonline.org/taxon/wfo-0001108020,Asia-Tropical Malesia Borneo | Asia-Tropical | Malesia | Borneo | Christmas I. | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia Queensland | Australasia | Australia | Queensland | Pacific Northwestern Pacific Caroline Is. | Pacific | Northwestern Pacific | Caroline Is.,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Canada | Czech Republic | Russia | Democratic Republic of the Congo | Philippines | Netherlands | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Cuba | United States,"Bismarck Archipelago | Borneo | Caroline Is. | Christmas I. | Jawa | Lesser Sunda Is. | Malaya | Maluku | New Guinea | Philippines | Queensland | Solomon Is. | Sulawesi | Sumatera
Introduced into:
Bangladesh | Chagos Archipelago | Fiji",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A17048040-1,urn:lsid:ipni.org:names:17048040-1,
Averrhoa carambola L.,EXACT,100,Averrhoa carambola,Averrhoa carambola,Averrhoa carambola L.,2891641,Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco,caramba,"Carambola | Kamranga | Madiro Rirana | Wajou Wachizoungou, Waju wamotsi | blimbing | caramba",Chinese Taipei,TW,2,2,very_low,wfo-0000557405,Averrhoa carambola,https://www.worldfloraonline.org/taxon/wfo-0000557405,Asia-Tropical Malesia Jawa | Asia-Tropical | Malesia | Jawa | Maluku | Sulawesi,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Czech Republic | Democratic Republic of the Congo | Netherlands,"Jawa | Maluku | Sulawesi
Introduced into:
Andaman Is. | Assam | Bangladesh | Belize | Bolivia | Borneo | Brazil North | Brazil Northeast | Brazil West-Central | Cambodia | Caroline Is. | China South-Central | China Southeast | Comoros",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A371870-1,urn:lsid:ipni.org:names:371870-1,
Averrhoa carambola L. ’B10’,EXACT,100,Averrhoa carambola,Averrhoa carambola,Averrhoa carambola L.,2891641,Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco,caramba,"Carambola | Kamranga | Madiro Rirana | Wajou Wachizoungou, Waju wamotsi | blimbing | caramba",Chinese Taipei,TW,2,2,very_low,wfo-0000557405,Averrhoa carambola,https://www.worldfloraonline.org/taxon/wfo-0000557405,Asia-Tropical Malesia Jawa | Asia-Tropical | Malesia | Jawa | Maluku | Sulawesi,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Czech Republic | Democratic Republic of the Congo | Netherlands,"Jawa | Maluku | Sulawesi
Introduced into:
Andaman Is. | Assam | Bangladesh | Belize | Bolivia | Borneo | Brazil North | Brazil Northeast | Brazil West-Central | Cambodia | Caroline Is. | China South-Central | China Southeast | Comoros",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A371870-1,urn:lsid:ipni.org:names:371870-1,
Averrhoa carambola L. 'Fwang Tung'’,EXACT,96,Averrhoa carambola,Averrhoa carambola,Averrhoa carambola L.,2891641,Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco,caramba,"Carambola | Kamranga | Madiro Rirana | Wajou Wachizoungou, Waju wamotsi | blimbing | caramba",Chinese Taipei,TW,2,2,very_low,wfo-0000557405,Averrhoa carambola,https://www.worldfloraonline.org/taxon/wfo-0000557405,Asia-Tropical Malesia Jawa | Asia-Tropical | Malesia | Jawa | Maluku | Sulawesi,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Czech Republic | Democratic Republic of the Congo | Netherlands,"Jawa | Maluku | Sulawesi
Introduced into:
Andaman Is. | Assam | Bangladesh | Belize | Bolivia | Borneo | Brazil North | Brazil Northeast | Brazil West-Central | Cambodia | Caroline Is. | China South-Central | China Southeast | Comoros",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A371870-1,urn:lsid:ipni.org:names:371870-1,
Begonia listada L.B.Sm. et Wassh.,EXACT,100,Begonia listada,Begonia listada,Begonia listada L.B.Sm. & Wassh.,4157039,,,,,,0,0,none,wfo-0000824596,Begonia listada,https://www.worldfloraonline.org/taxon/wfo-0000824596,,,"Paraguay
Classification
Kingdom
Plantae
Phylum
Streptophyta
Class
Equisetopsida
Subclass
Magnoliidae
Order
Cucurbitales
View Order Tree
opens in a new tab
Family
Begoniaceae
View Family Tree
opens in a new tab
Genus
Begonia
View in Tree of Life
opens in a new tab
Species
Begonia listada
Kew's Tree of Life Explorer
Discover the flowering plant tree of life and the genomic data used to build it.
View the Tree of Life
Publications
Sort
Alphabetically
Newest first
Oldest first
POWO follows these authorities in accepting this name:
Govaerts | R. (1996). World Checklist of Seed Plants 2(1 | 2): 1-492",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A30710-2,urn:lsid:ipni.org:names:30710-2,
Begonia solimutata L.B.Sm. et Wassh.,EXACT,100,Begonia solimutata,Begonia solimutata,Begonia solimutata L.B.Sm. & Wassh.,7646487,,,,,,0,0,none,wfo-0000825560,Begonia solimutata,https://www.worldfloraonline.org/taxon/wfo-0000825560,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North,United States,"Brazil North
Classification
Kingdom
Plantae
Phylum
Streptophyta
Class
Equisetopsida
Subclass
Magnoliidae
Order
Cucurbitales
View Order Tree
opens in a new tab
Family
Begoniaceae
View Family Tree
opens in a new tab
Genus
Begonia
View in Tree of Life
opens in a new tab
Species
Begonia solimutata
Kew's Tree of Life Explorer
Discover the flowering plant tree of life and the genomic data used to build it.
View the Tree of Life
Publications
Sort
Alphabetically
Newest first
Oldest first
POWO follows these authorities in accepting this name:
Govaerts | R. (1996). World Checklist of Seed Plants 2(1 | 2)",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A273191-2,urn:lsid:ipni.org:names:273191-2,
Brachychilum horsfieldii (R.Br. ex Wallich) Petersen,EXACT,100,Brachychilum horsfieldii,Brachychilum horsfieldii,Brachychilum horsfieldii (R.Br. ex Wall.) Petersen,2758651,,,,,,0,0,none,wfo-0000341738,Brachychilum horsfieldii,https://www.worldfloraonline.org/taxon/wfo-0000341738,,,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Brachychilum horsfieldii | (R.Br. ex Wall.) Petersen | First published in Bot. Tidsskr. 18: 262 | t. 17 (1893) | This name is a synonym of | Hedychium horsfieldii",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A795751-1,urn:lsid:ipni.org:names:795751-1,
