input_name,gbif_matchType,gbif_confidence,gbif_matched_scientificName,gbif_matched_canonicalName,gbif_matched_usageKey,gbif_accepted_usageKey,gbif_accepted_taxonomicStatus,gbif_accepted_hops,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_synonyms,gbif_synonym_count,gbif_synonyms_same_species,gbif_synonyms_same_species_count,gbif_synonyms_same_genus,gbif_synonyms_same_genus_count,gbif_english_name,gbif_english_names,gbif_english_name_count
Musa x paradisiaca L. ssp. seminifera Bak.,EXACT,100,Musa paradisiaca subsp. seminifera (Lour.) Baker,Musa paradisiaca seminifera,8159796,3750389,DOUBTFUL,1,Musa seminifera,Musa seminifera,Musa seminifera Lour.,Musa paradisiaca subsp. seminifera (Lour.) Baker | Musa simiarum var. sylvestris Kurz | Musa sylvestris Colla | Musa ×paradisiaca subsp. seminifera (Lour.) K.Schum. | Musa ×sapientum subsp. seminifera (Lour.) Baker,5,,0,Musa paradisiaca subsp. seminifera (Lour.) Baker | Musa simiarum var. sylvestris Kurz | Musa sylvestris Colla | Musa ×paradisiaca subsp. seminifera (Lour.) K.Schum. | Musa ×sapientum subsp. seminifera (Lour.) Baker,5,,,0
Musa x paradisiaca L. 'Valerie',EXACT,96,Musa × paradisiaca L.,Musa paradisiaca,2762752,2762752,ACCEPTED,0,Musa paradisiaca,Musa paradisiaca,Musa ×paradisiaca L.,Musa × paradisiaca L. | Karkandela ×malabarica Raf. | Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer | Musa ×chiliocarpa Backer ex K.Heyne | Musa ×consociata Nakai | Musa ×corbieri A.Chev. | Musa ×corniculata Lour. | Musa ×dacca Horan. | Musa ×decrescens De Briey ex De Wild. | Musa ×decrescens var. pembuki De Briey | Musa ×decrescens var. pembuki De Briey ex De Wild. | Musa ×decrescens var. rubromaculata De Briey | Musa ×decrescens var. rubromaculata De Briey ex De Wild. | Musa ×decrescens var. viridis De Briey | Musa ×decrescens var. viridis De Briey ex De Wild. | Musa ×discolor Planch. | Musa ×dulcissima Nakai | Musa ×emasculata De Briey | Musa ×emasculata De Briey ex De Wild. | Musa ×emasculata var. kiala De Briey | Musa ×emasculata var. kiala De Briey ex De Wild. | Musa ×emasculata var. kimbende De Briey | Musa ×emasculata var. kimbende De Briey ex De Wild. | Musa ×emasculata var. lomba De Briey | Musa ×emasculata var. lomba De Briey ex De Wild. | Musa ×emasculata var. zengani De Briey | Musa ×emasculata var. zengani De Briey ex De Wild. | Musa ×humilis Perr. | Musa ×ingrata Nakai | Musa ×jaheri Nakai | Musa ×maculata Jacq. | Musa ×megalocarpa Nakai | Musa ×mensaria Moench | Musa ×mirabilis Nakai | Musa ×nigra Perr. | Musa ×odorata Lour. | Musa ×oleracea Vieill. | Musa ×pallida Nakai | Musa ×paradisiaca f. dongila De Briey | Musa ×paradisiaca f. dongila De Briey ex De Wild. | Musa ×paradisiaca f. funu-nua De Briey | Musa ×paradisiaca f. funu-nua De Briey ex De Wild. | Musa ×paradisiaca f. kilola De Briey | Musa ×paradisiaca f. kilola De Briey ex De Wild. | Musa ×paradisiaca f. seluka De Briey | Musa ×paradisiaca f. seluka De Briey ex De Wild. | Musa ×paradisiaca f. tuba De Briey | Musa ×paradisiaca f. tuba De Briey ex De Wild. | Musa ×paradisiaca subsp. normalis Kuntze | Musa ×paradisiaca subsp. sapientum (L.) Kuntze | Musa ×paradisiaca var. acicularis G.Forst. | Musa ×paradisiaca var. bende De Briey | Musa ×paradisiaca var. bende De Briey ex De Wild. | Musa ×paradisiaca var. bilul De Briey | Musa ×paradisiaca var. bilul De Briey ex De Wild. | Musa ×paradisiaca var. champa (Baker) K.Schum. | Musa ×paradisiaca var. cinerea Blanco | Musa ×paradisiaca var. coarctata G.Forst. | Musa ×paradisiaca var. compressa Blanco | Musa ×paradisiaca var. coriacea G.Forst. | Musa ×paradisiaca var. corniculata G.Forst. | Musa ×paradisiaca var. dacca (Horan.) K.Schum. | Musa ×paradisiaca var. exsicca G.Forst. | Musa ×paradisiaca var. fatua G.Forst. | Musa ×paradisiaca var. glaberrima Blanco | Musa ×paradisiaca var. glauca Blanco | Musa ×paradisiaca var. kitebbe De Briey | Musa ×paradisiaca var. kitebbe De Briey ex De Wild. | Musa ×paradisiaca var. lacatan Blanco | Musa ×paradisiaca var. longa Blanco | Musa ×paradisiaca var. lunaris G.Forst. | Musa ×paradisiaca var. magna Blanco | Musa ×paradisiaca var. martabarica (Baker) K.Schum. | Musa ×paradisiaca var. maxima Blanco | Musa ×paradisiaca var. mensaria (Baker) K.Schum. | Musa ×paradisiaca var. mensaria G.Forst. | Musa ×paradisiaca var. odorata (Lour.) K.Schum. | Musa ×paradisiaca var. oleracea (Vieill.) K.Schum. | Musa ×paradisiaca var. papillosa G.Forst. | Musa ×paradisiaca var. paradisiaca | Musa ×paradisiaca var. punctata G.Forst. | Musa ×paradisiaca var. purpurascens G.Forst. | Musa ×paradisiaca var. regia G.Forst. | Musa ×paradisiaca var. rubra (Firminger ex Baker) K.Schum. | Musa ×paradisiaca var. sanguinea (Welw. ex Baker) K.Schum. | Musa ×paradisiaca var. suaveolens Blanco | Musa ×paradisiaca var. subrubea Blanco | Musa ×paradisiaca var. ternatensis Blanco | Musa ×paradisiaca var. tetragona G.Forst. | Musa ×paradisiaca var. tombak Blanco | Musa ×paradisiaca var. ulnaris Blanco | Musa ×paradisiaca var. violacea (Baker) K.Schum. | Musa ×paradisiaca var. violacea Blanco | Musa ×paradisiaca var. viridis De Briey | Musa ×paradisiaca var. viridis De Briey ex De Wild. | Musa ×paradisiaca var. vittata (G.W.Ackermann ex Rodigas) K.Schum. | Musa ×polycarpa Nakai | Musa ×prematura Nakai | Musa ×protractorachis De Wild. | Musa ×purpureotomentosa De Wild. | Musa ×sapidisiaca K.C.Jacob | Musa ×sapientum L. | Musa ×sapientum f. dubia Baker | Musa ×sapientum f. dubia King | Musa ×sapientum subsp. paradisiaca (L.) Baker | Musa ×sapientum var. americana N.G.Teodoro | Musa ×sapientum var. angao Quisumb. | Musa ×sapientum var. baca Quisumb. | Musa ×sapientum var. binutig N.G.Teodoro | Musa ×sapientum var. canara N.G.Teodoro | Musa ×sapientum var. canaya Quisumb. | Musa ×sapientum var. champa (Baker) Baker | Musa ×sapientum var. cinerea (Blanco) N.G.Teodoro | Musa ×sapientum var. compressa (Blanco) N.G.Teodoro | Musa ×sapientum var. cubensis N.G.Teodoro | Musa ×sapientum var. dacca (Horan.) Baker | Musa ×sapientum var. daryao N.G.Teodoro | Musa ×sapientum var. dinalaga Quisumb. | Musa ×sapientum var. dool Quisumb. | Musa ×sapientum var. dubia (King) A.M.Cowan & Cowan | Musa ×sapientum var. eda Quisumb. | Musa ×sapientum var. fieleto De Briey | Musa ×sapientum var. fieleto De Briey ex De Wild. | Musa ×sapientum var. flabellata Quisumb. | Musa ×sapientum var. galatayan Quisumb. | Musa ×sapientum var. garangao N.G.Teodoro | Musa ×sapientum var. glaberrima (Blanco) N.G.Teodoro | Musa ×sapientum var. glauca (Blanco) N.G.Teodoro | Musa ×sapientum var. grandis N.G.Teodoro | Musa ×sapientum var. humilis Merr. | Musa ×sapientum var. inarnibal N.G.Teodoro | Musa ×sapientum var. kinamay Quisumb. | Musa ×sapientum var. lacatan (Blanco) N.G.Teodoro | Musa ×sapientum var. longa (Blanco) N.G.Teodoro | Musa ×sapientum var. martabarica Baker | Musa ×sapientum var. mensaria Baker | Musa ×sapientum var. odorata (Lour.) Baker | Musa ×sapientum var. oleracea Baker | Musa ×sapientum var. padilat Quisumb. | Musa ×sapientum var. pamotion Quisumb. | Musa ×sapientum var. paradisiaca (L.) Baker | Musa ×sapientum var. pelipia Quisumb. | Musa ×sapientum var. principe Quisumb. | Musa ×sapientum var. putian Quisumb. | Musa ×sapientum var. raines Quisumb. | Musa ×sapientum var. regia (G.Forst.) Baker | Musa ×sapientum var. rubra Firminger | Musa ×sapientum var. rubra Firminger ex Baker | Musa ×sapientum var. sanguinea Welw. | Musa ×sapientum var. sanguinea Welw. ex Baker | Musa ×sapientum var. sarocsoc Quisumb. | Musa ×sapientum var. satama De Briey | Musa ×sapientum var. satama De Briey ex De Wild. | Musa ×sapientum var. sision Quisumb. | Musa ×sapientum var. suaveolens (Blanco) Malag. | Musa ×sapientum var. suaveolens (Blanco) N.G.Teodoro | Musa ×sapientum var. ternatensis (Blanco) N.G.Teodoro | Musa ×sapientum var. tombak (Blanco) N.G.Teodoro | Musa ×sapientum var. tudlong N.G.Teodoro | Musa ×sapientum var. tuldoc N.G.Teodoro | Musa ×sapientum var. violacea (Blanco) N.G.Teodoro | Musa ×sapientum var. violacea Baker | Musa ×sapientum var. vittata (G.W.Ackermann ex Rodigas) Hook.f. | Musa ×trichocarpa Nakai | Musa ×vittata G.W.Ackermann | Musa ×vittata G.W.Ackermann ex Rodigas,184,Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze,3,Musa × paradisiaca L. | Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer | Musa ×chiliocarpa Backer ex K.Heyne | Musa ×consociata Nakai | Musa ×corbieri A.Chev. | Musa ×corniculata Lour. | Musa ×dacca Horan. | Musa ×decrescens De Briey ex De Wild. | Musa ×decrescens var. pembuki De Briey | Musa ×decrescens var. pembuki De Briey ex De Wild. | Musa ×decrescens var. rubromaculata De Briey | Musa ×decrescens var. rubromaculata De Briey ex De Wild. | Musa ×decrescens var. viridis De Briey | Musa ×decrescens var. viridis De Briey ex De Wild. | Musa ×discolor Planch. | Musa ×dulcissima Nakai | Musa ×emasculata De Briey | Musa ×emasculata De Briey ex De Wild. | Musa ×emasculata var. kiala De Briey | Musa ×emasculata var. kiala De Briey ex De Wild. | Musa ×emasculata var. kimbende De Briey | Musa ×emasculata var. kimbende De Briey ex De Wild. | Musa ×emasculata var. lomba De Briey | Musa ×emasculata var. lomba De Briey ex De Wild. | Musa ×emasculata var. zengani De Briey | Musa ×emasculata var. zengani De Briey ex De Wild. | Musa ×humilis Perr. | Musa ×ingrata Nakai | Musa ×jaheri Nakai | Musa ×maculata Jacq. | Musa ×megalocarpa Nakai | Musa ×mensaria Moench | Musa ×mirabilis Nakai | Musa ×nigra Perr. | Musa ×odorata Lour. | Musa ×oleracea Vieill. | Musa ×pallida Nakai | Musa ×paradisiaca f. dongila De Briey | Musa ×paradisiaca f. dongila De Briey ex De Wild. | Musa ×paradisiaca f. funu-nua De Briey | Musa ×paradisiaca f. funu-nua De Briey ex De Wild. | Musa ×paradisiaca f. kilola De Briey | Musa ×paradisiaca f. kilola De Briey ex De Wild. | Musa ×paradisiaca f. seluka De Briey | Musa ×paradisiaca f. seluka De Briey ex De Wild. | Musa ×paradisiaca f. tuba De Briey | Musa ×paradisiaca f. tuba De Briey ex De Wild. | Musa ×paradisiaca subsp. normalis Kuntze | Musa ×paradisiaca subsp. sapientum (L.) Kuntze | Musa ×paradisiaca var. acicularis G.Forst. | Musa ×paradisiaca var. bende De Briey | Musa ×paradisiaca var. bende De Briey ex De Wild. | Musa ×paradisiaca var. bilul De Briey | Musa ×paradisiaca var. bilul De Briey ex De Wild. | Musa ×paradisiaca var. champa (Baker) K.Schum. | Musa ×paradisiaca var. cinerea Blanco | Musa ×paradisiaca var. coarctata G.Forst. | Musa ×paradisiaca var. compressa Blanco | Musa ×paradisiaca var. coriacea G.Forst. | Musa ×paradisiaca var. corniculata G.Forst. | Musa ×paradisiaca var. dacca (Horan.) K.Schum. | Musa ×paradisiaca var. exsicca G.Forst. | Musa ×paradisiaca var. fatua G.Forst. | Musa ×paradisiaca var. glaberrima Blanco | Musa ×paradisiaca var. glauca Blanco | Musa ×paradisiaca var. kitebbe De Briey | Musa ×paradisiaca var. kitebbe De Briey ex De Wild. | Musa ×paradisiaca var. lacatan Blanco | Musa ×paradisiaca var. longa Blanco | Musa ×paradisiaca var. lunaris G.Forst. | Musa ×paradisiaca var. magna Blanco | Musa ×paradisiaca var. martabarica (Baker) K.Schum. | Musa ×paradisiaca var. maxima Blanco | Musa ×paradisiaca var. mensaria (Baker) K.Schum. | Musa ×paradisiaca var. mensaria G.Forst. | Musa ×paradisiaca var. odorata (Lour.) K.Schum. | Musa ×paradisiaca var. oleracea (Vieill.) K.Schum. | Musa ×paradisiaca var. papillosa G.Forst. | Musa ×paradisiaca var. paradisiaca | Musa ×paradisiaca var. punctata G.Forst. | Musa ×paradisiaca var. purpurascens G.Forst. | Musa ×paradisiaca var. regia G.Forst. | Musa ×paradisiaca var. rubra (Firminger ex Baker) K.Schum. | Musa ×paradisiaca var. sanguinea (Welw. ex Baker) K.Schum. | Musa ×paradisiaca var. suaveolens Blanco | Musa ×paradisiaca var. subrubea Blanco | Musa ×paradisiaca var. ternatensis Blanco | Musa ×paradisiaca var. tetragona G.Forst. | Musa ×paradisiaca var. tombak Blanco | Musa ×paradisiaca var. ulnaris Blanco | Musa ×paradisiaca var. violacea (Baker) K.Schum. | Musa ×paradisiaca var. violacea Blanco | Musa ×paradisiaca var. viridis De Briey | Musa ×paradisiaca var. viridis De Briey ex De Wild. | Musa ×paradisiaca var. vittata (G.W.Ackermann ex Rodigas) K.Schum. | Musa ×polycarpa Nakai | Musa ×prematura Nakai | Musa ×protractorachis De Wild. | Musa ×purpureotomentosa De Wild. | Musa ×sapidisiaca K.C.Jacob | Musa ×sapientum L. | Musa ×sapientum f. dubia Baker | Musa ×sapientum f. dubia King | Musa ×sapientum subsp. paradisiaca (L.) Baker | Musa ×sapientum var. americana N.G.Teodoro | Musa ×sapientum var. angao Quisumb. | Musa ×sapientum var. baca Quisumb. | Musa ×sapientum var. binutig N.G.Teodoro | Musa ×sapientum var. canara N.G.Teodoro | Musa ×sapientum var. canaya Quisumb. | Musa ×sapientum var. champa (Baker) Baker | Musa ×sapientum var. cinerea (Blanco) N.G.Teodoro | Musa ×sapientum var. compressa (Blanco) N.G.Teodoro | Musa ×sapientum var. cubensis N.G.Teodoro | Musa ×sapientum var. dacca (Horan.) Baker | Musa ×sapientum var. daryao N.G.Teodoro | Musa ×sapientum var. dinalaga Quisumb. | Musa ×sapientum var. dool Quisumb. | Musa ×sapientum var. dubia (King) A.M.Cowan & Cowan | Musa ×sapientum var. eda Quisumb. | Musa ×sapientum var. fieleto De Briey | Musa ×sapientum var. fieleto De Briey ex De Wild. | Musa ×sapientum var. flabellata Quisumb. | Musa ×sapientum var. galatayan Quisumb. | Musa ×sapientum var. garangao N.G.Teodoro | Musa ×sapientum var. glaberrima (Blanco) N.G.Teodoro | Musa ×sapientum var. glauca (Blanco) N.G.Teodoro | Musa ×sapientum var. grandis N.G.Teodoro | Musa ×sapientum var. humilis Merr. | Musa ×sapientum var. inarnibal N.G.Teodoro | Musa ×sapientum var. kinamay Quisumb. | Musa ×sapientum var. lacatan (Blanco) N.G.Teodoro | Musa ×sapientum var. longa (Blanco) N.G.Teodoro | Musa ×sapientum var. martabarica Baker | Musa ×sapientum var. mensaria Baker | Musa ×sapientum var. odorata (Lour.) Baker | Musa ×sapientum var. oleracea Baker | Musa ×sapientum var. padilat Quisumb. | Musa ×sapientum var. pamotion Quisumb. | Musa ×sapientum var. paradisiaca (L.) Baker | Musa ×sapientum var. pelipia Quisumb. | Musa ×sapientum var. principe Quisumb. | Musa ×sapientum var. putian Quisumb. | Musa ×sapientum var. raines Quisumb. | Musa ×sapientum var. regia (G.Forst.) Baker | Musa ×sapientum var. rubra Firminger | Musa ×sapientum var. rubra Firminger ex Baker | Musa ×sapientum var. sanguinea Welw. | Musa ×sapientum var. sanguinea Welw. ex Baker | Musa ×sapientum var. sarocsoc Quisumb. | Musa ×sapientum var. satama De Briey | Musa ×sapientum var. satama De Briey ex De Wild. | Musa ×sapientum var. sision Quisumb. | Musa ×sapientum var. suaveolens (Blanco) Malag. | Musa ×sapientum var. suaveolens (Blanco) N.G.Teodoro | Musa ×sapientum var. ternatensis (Blanco) N.G.Teodoro | Musa ×sapientum var. tombak (Blanco) N.G.Teodoro | Musa ×sapientum var. tudlong N.G.Teodoro | Musa ×sapientum var. tuldoc N.G.Teodoro | Musa ×sapientum var. violacea (Blanco) N.G.Teodoro | Musa ×sapientum var. violacea Baker | Musa ×sapientum var. vittata (G.W.Ackermann ex Rodigas) Hook.f. | Musa ×trichocarpa Nakai | Musa ×vittata G.W.Ackermann | Musa ×vittata G.W.Ackermann ex Rodigas,183,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5
Nautilocalyx lynchii Hook.f.,EXACT,88,Nautilocalyx lynchii (Hook.fil.) Sprague,Nautilocalyx lynchii,3820178,3820178,ACCEPTED,0,Nautilocalyx lynchii,Nautilocalyx lynchii,Nautilocalyx lynchii (Hook.fil.) Sprague,Nautilocalyx lynchii (Hook.fil.) Sprague | Alloplectus discolor Hook.fil. | Alloplectus lynchii Hook.fil. | Episcia lynchii (Hook.fil.) Knuth,4,Nautilocalyx lynchii (Hook.fil.) Sprague | Alloplectus lynchii Hook.fil. | Episcia lynchii (Hook.fil.) Knuth,3,Nautilocalyx lynchii (Hook.fil.) Sprague,1,,,0
Neptunia plena (L.) Benth.,EXACT,100,Neptunia plena (L.) Benth.,Neptunia plena,5353568,5353568,ACCEPTED,0,Neptunia plena,Neptunia plena,Neptunia plena (L.) Benth.,Neptunia plena (L.) Benth. | Acacia lycopodioides (Desf. ex F.Dietr.) Desv. | Acacia punctata (L.) Desf. | Acuan arboreum Medik. | Desmanthus adenanthera (Roxb.) Wall. | Desmanthus comosus A.Rich. | Desmanthus plenus (L.) Willd. | Desmanthus polyphyllus DC. | Desmanthus punctatus (L.) Willd. | Hemidesmas diffusus Raf. | Hemidesmas plenus (L.) Raf. | Mimosa adenanthera Roxb. | Mimosa lycopodioides Desf. | Mimosa lycopodioides Desf. ex F.Dietr. | Mimosa plena L. | Mimosa punctata L. | Neptunia plena f. lumbricoides Fassett | Neptunia polyphylla (DC.) Benth. | Neptunia surinamensis Steud.,19,Neptunia plena (L.) Benth. | Mimosa plena L. | Neptunia plena f. lumbricoides Fassett,3,Neptunia plena (L.) Benth. | Neptunia plena f. lumbricoides Fassett | Neptunia polyphylla (DC.) Benth. | Neptunia surinamensis Steud.,4,Waterthistle,"Dead and Awake | Ponpon jòn, Ponpon ma, Akasya jòn | Water Dead And Awake | Water Dead-and-Awake | Waterthistle | water sensitive",6
Oxalis triangularis A. St.-Hil. var. purpurea,HIGHERRANK,100,Oxalis triangularis A.St.-Hil.,Oxalis triangularis,7156971,7156971,ACCEPTED,0,Oxalis triangularis,Oxalis triangularis,Oxalis triangularis A.St.-Hil.,Oxalis triangularis A.St.-Hil. | Oxalis triangularis var. lepida Progel,2,Oxalis triangularis A.St.-Hil. | Oxalis triangularis var. lepida Progel,2,Oxalis triangularis A.St.-Hil. | Oxalis triangularis var. lepida Progel,2,Wood Sorrel,Wood Sorrel | azedinha,2
Pachira affinis Decne.,EXACT,100,Pachira affinis (Mart.) Decne.,Pachira affinis,4073166,3152236,ACCEPTED,1,Pachira insignis,Pachira insignis,Pachira insignis (Sw.) Sav.,Pachira affinis (Mart.) Decne. | Bombax affine (Mart. & Zucc.) Ducke | Bombax insigne (Sw.) K.Schum. | Bombax insigne (Sw.) K.Shum. | Bombax spectabile Ulbr. | Bombax spruceanum (Decne.) Ducke | Carolinea affinis Mart. | Carolinea insignis Sw. | Pachira insignis (Sw.) Savigny | Pachira loddigesii Decne. | Pachira spruceana Decne.,11,Carolinea insignis Sw. | Pachira insignis (Sw.) Savigny,2,Pachira affinis (Mart.) Decne. | Pachira insignis (Sw.) Savigny | Pachira loddigesii Decne. | Pachira spruceana Decne.,4,,,0
Pachira aquatica Aubl.,EXACT,100,Pachira aquatica Aubl.,Pachira aquatica,3152235,3152235,ACCEPTED,0,Pachira aquatica,Pachira aquatica,Pachira aquatica Aubl.,Pachira aquatica Aubl. | Bombax aquaticum (Aubl.) K.Schum. | Bombax macrocarpum (Cham. & Schltdl.) K.Schum. | Bombax rigidifolium Ducke | Carolinea grandiflora (Tussac) Spach | Carolinea macrocarpa Cham. & Schltdl. | Carolinea princeps L.fil. | Pachira aquatica var. aquatica | Pachira aquatica var. occidentalis Cuatrec. | Pachira aquatica var. surinamensis Decne. | Pachira carolinea Dum.Cours. | Pachira grandiflora Tussac | Pachira longiflora Hook. | Pachira longifolia Hook. | Pachira macrocarpa (Cham. & Schltdl.) Walp. | Pachira pustulifera Pittier | Pachira villosula Pittier | Pachira villulosa Pittier | Sophora carolina L.,19,Pachira aquatica Aubl. | Pachira aquatica var. aquatica | Pachira aquatica var. occidentalis Cuatrec. | Pachira aquatica var. surinamensis Decne.,4,Pachira aquatica Aubl. | Pachira aquatica var. aquatica | Pachira aquatica var. occidentalis Cuatrec. | Pachira aquatica var. surinamensis Decne. | Pachira carolinea Dum.Cours. | Pachira grandiflora Tussac | Pachira longiflora Hook. | Pachira longifolia Hook. | Pachira macrocarpa (Cham. & Schltdl.) Walp. | Pachira pustulifera Pittier | Pachira villosula Pittier | Pachira villulosa Pittier,12,Guiana-Chestnut,"Guiana-Chestnut | Hazo be | Malabar chestnut, French peanut, Guiana chestnut, Provision tree, Saba nut | Malabar-chestnut",4
Palisota schweinfurthii C.B.Clarke,EXACT,100,Palisota schweinfurthii C.B.Clarke,Palisota schweinfurthii,2763810,2763810,ACCEPTED,0,Palisota schweinfurthii,Palisota schweinfurthii,Palisota schweinfurthii C.B.Clarke,Palisota schweinfurthii C.B.Clarke,1,Palisota schweinfurthii C.B.Clarke,1,Palisota schweinfurthii C.B.Clarke,1,,,0
Passiflora citrina J.M.Macdougal,EXACT,88,Passiflora citrina J.M.Mac Dougal,Passiflora citrina,3587717,3587717,ACCEPTED,0,Passiflora citrina,Passiflora citrina,Passiflora citrina J.M.Mac Dougal,Passiflora citrina J.M.Mac Dougal,1,Passiflora citrina J.M.Mac Dougal,1,Passiflora citrina J.M.Mac Dougal,1,,,0
Passiflora coriacea Juss.,EXACT,100,Passiflora coriacea Juss.,Passiflora coriacea,7565198,7565198,ACCEPTED,0,Passiflora coriacea,Passiflora coriacea,Passiflora coriacea Juss.,Passiflora coriacea Juss. | Cieca coriacea (Juss.) M.Roem. | Cieca difformis (Kunth) M.Roem. | Monactineirma coriacea (Juss.) Bory | Monactineirma coriacea (Juss.) Bory ex M.Roem. | Passiflora biformis Mast. | Passiflora cheiroptera Cortés | Passiflora clypeata Sm. | Passiflora coriacea var. marmorata Regel | Passiflora difformis Kunth | Passiflora obtusifolia Sessé & Moc.,11,Passiflora coriacea Juss. | Cieca coriacea (Juss.) M.Roem. | Monactineirma coriacea (Juss.) Bory | Monactineirma coriacea (Juss.) Bory ex M.Roem. | Passiflora coriacea var. marmorata Regel,5,Passiflora coriacea Juss. | Passiflora biformis Mast. | Passiflora cheiroptera Cortés | Passiflora clypeata Sm. | Passiflora coriacea var. marmorata Regel | Passiflora difformis Kunth | Passiflora obtusifolia Sessé & Moc.,7,bat-leaf passionflower,bat-leaf passionflower,1
Passiflora edulis Sims.,EXACT,100,Passiflora edulis Sims,Passiflora edulis,2874190,2874190,ACCEPTED,0,Passiflora edulis,Passiflora edulis,Passiflora edulis Sims,Passiflora edulis Sims | Passiflora cuneifolia Cav. | Passiflora diaden Vell. | Passiflora edulis f. edulis | Passiflora edulis var. edulis | Passiflora edulis var. pomifera (M.Roem.) Mast. | Passiflora edulis var. rubricaulis (J.Jacq.) Mast. | Passiflora fragrans Regel ex Mast. | Passiflora gratissima A.St-Hil. | Passiflora incarnata Ker Gawl. | Passiflora iodocarpa Barb.Rodr. | Passiflora middletoniana Paxton | Passiflora pallidiflora Bertol. | Passiflora perfecta J.R.Duncan & V.C.Davies | Passiflora picroderma Barb.Rodr. | Passiflora pomifera M.Roem. | Passiflora rubricaulis J.Jacq. | Passiflora vernicosa Barb.Rodr.,18,Passiflora edulis Sims | Passiflora edulis f. edulis | Passiflora edulis var. edulis | Passiflora edulis var. pomifera (M.Roem.) Mast. | Passiflora edulis var. rubricaulis (J.Jacq.) Mast.,5,Passiflora edulis Sims | Passiflora cuneifolia Cav. | Passiflora diaden Vell. | Passiflora edulis f. edulis | Passiflora edulis var. edulis | Passiflora edulis var. pomifera (M.Roem.) Mast. | Passiflora edulis var. rubricaulis (J.Jacq.) Mast. | Passiflora fragrans Regel ex Mast. | Passiflora gratissima A.St-Hil. | Passiflora incarnata Ker Gawl. | Passiflora iodocarpa Barb.Rodr. | Passiflora middletoniana Paxton | Passiflora pallidiflora Bertol. | Passiflora perfecta J.R.Duncan & V.C.Davies | Passiflora picroderma Barb.Rodr. | Passiflora pomifera M.Roem. | Passiflora rubricaulis J.Jacq. | Passiflora vernicosa Barb.Rodr.,18,Passion Fruit,"Grinadel | Passion Fruit | Passionfruit, Purple granadilla, Purple passionfruit, Black passion fruit | Purple granadilla | common passionfruit | couzou | fruit de la passion",7
